account_id,notification_date_time,delivery_method,notification_type,login_account_id,event_id,bill_status,tdate,Communication_Preference,OptOut_ts
211108,2019-12-12 15:45:07,TEXT,BILL_REMINDER,,,,,,
211108,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),,,,,,
211108,2019-12-19 15:45:14,TEXT,BILL_REMINDER,,,,,,
211108,2020-01-03 15:45:22,TEXT,BILL_REMINDER,,,,,,
211108,2020-01-17 15:45:14,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211109,2019-12-09 14:45:25,TEXT,INITIAL_BILL,,,,,OptOut of text but will get email,2019-12-09 10:55:13
211109,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text but will get email,2019-12-09 10:55:13
211110,2019-12-09 5:47:27,NO_DUNNING,DROP_TO_PAPER(0002),,,,,,
211110,2019-12-12 15:45:13,NO_DUNNING,NO_DUNNING,,,,,,
211110,2019-12-17 5:47:57,NO_DUNNING,DROP_TO_PAPER(0002),,,,,,
211110,2019-12-19 15:45:23,NO_DUNNING,NO_DUNNING,,,,,,
211110,2020-01-03 15:45:23,NO_DUNNING,NO_DUNNING,,,,,,
211110,2020-01-17 15:45:12,NO_DUNNING,NO_DUNNING,,,,,,
211111,2019-12-09 15:45:05,TEXT,INITIAL_BILL,211111,3,PAID,2020-01-03 10:48:23,,
211111,2019-12-12 15:45:07,TEXT,BILL_REMINDER,211111,3,PAID,2020-01-03 10:48:23,,
211111,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),211111,3,PAID,2020-01-03 10:48:23,,
211111,2019-12-19 15:45:21,TEXT,BILL_REMINDER,211111,3,PAID,2020-01-03 10:48:23,,
211111,2020-01-03 15:45:13,TEXT,BILL_REMINDER,211111,3,PAID,2020-01-03 10:48:23,,
211112,2019-12-09 15:45:06,TEXT,INITIAL_BILL,211112,13,DUE,2020-01-12 12:07:06,,
211112,2019-12-12 15:45:09,TEXT,BILL_REMINDER,211112,13,DUE,2020-01-12 12:07:06,,
211112,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),211112,13,DUE,2020-01-12 12:07:06,,
211112,2019-12-19 15:45:22,TEXT,BILL_REMINDER,211112,13,DUE,2020-01-12 12:07:06,,
211112,2020-01-03 15:45:25,TEXT,BILL_REMINDER,211112,13,DUE,2020-01-12 12:07:06,,
211113,2019-12-09 15:45:06,TEXT,INITIAL_BILL,,,,,,
211113,2019-12-12 15:45:08,TEXT,BILL_REMINDER,,,,,,
211113,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211113,2019-12-19 15:45:11,TEXT,BILL_REMINDER,,,,,,
211113,2020-01-03 15:45:20,TEXT,BILL_REMINDER,,,,,,
211113,2020-01-17 15:45:07,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211114,2019-12-09 15:45:16,TEXT,INITIAL_BILL,,,,,,
211114,2019-12-12 15:45:18,TEXT,BILL_REMINDER,,,,,,
211114,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211114,2019-12-19 15:45:23,TEXT,BILL_REMINDER,,,,,,
211114,2020-01-03 15:45:14,TEXT,BILL_REMINDER,,,,,,
211114,2020-01-17 15:45:13,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211115,2019-12-09 15:45:08,EMAIL,INITIAL_BILL,,,,,,
211115,2019-12-09 15:45:09,TEXT,INITIAL_BILL,,,,,,
211115,2019-12-12 15:45:14,EMAIL,BILL_REMINDER,,,,,,
211115,2019-12-12 15:45:15,TEXT,BILL_REMINDER,,,,,,
211115,2019-12-13 15:45:16,EMAIL,BILL_REMINDER,,,,,,
211115,2019-12-13 15:45:16,TEXT,BILL_REMINDER,,,,,,
211116,2019-12-09 15:45:05,TEXT,INITIAL_BILL,,,,,,
211116,2019-12-12 15:45:18,TEXT,BILL_REMINDER,,,,,,
211116,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211116,2019-12-19 15:45:11,TEXT,BILL_REMINDER,,,,,,
211116,2020-01-03 15:45:16,TEXT,BILL_REMINDER,,,,,,
211116,2020-01-17 15:45:08,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211117,2019-12-09 15:45:07,TEXT,INITIAL_BILL,,,,,,
211117,2019-12-12 15:45:17,TEXT,BILL_REMINDER,,,,,,
211117,2019-12-16 15:45:13,TEXT,BILL_REMINDER,,,,,,
211117,2019-12-30 15:45:40,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211117,2020-01-13 5:46:09,PAPER,PAPER_CYCLE_3(0002),,,,,,
211117,2020-01-13 15:45:30,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211118,2019-12-09 15:45:08,TEXT,INITIAL_BILL,211118,3,PAID,2019-12-20 3:57:52,,
211118,2019-12-12 15:45:07,TEXT,BILL_REMINDER,211118,3,PAID,2019-12-20 3:57:52,,
211118,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),211118,3,PAID,2019-12-20 3:57:52,,
211118,2019-12-19 15:45:13,TEXT,BILL_REMINDER,211118,3,PAID,2019-12-20 3:57:52,,
211119,2019-12-09 15:45:08,TEXT,INITIAL_BILL,,,,,,
211119,2019-12-12 15:45:08,TEXT,BILL_REMINDER,,,,,,
211119,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211119,2019-12-19 15:45:12,TEXT,BILL_REMINDER,,,,,,
211119,2020-01-03 15:45:25,TEXT,BILL_REMINDER,,,,,,
211119,2020-01-17 15:45:09,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211120,2019-12-09 15:45:07,TEXT,INITIAL_BILL,,,,,,
211120,2019-12-12 15:45:09,TEXT,BILL_REMINDER,,,,,,
211120,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),,,,,,
211120,2019-12-19 15:45:24,TEXT,BILL_REMINDER,,,,,,
211120,2020-01-03 15:45:16,TEXT,BILL_REMINDER,,,,,,
211120,2020-01-17 15:45:07,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211121,2019-12-09 15:45:14,TEXT,INITIAL_BILL,211121,3,PAID,2020-01-03 10:50:41,,
211121,2019-12-12 15:45:08,TEXT,BILL_REMINDER,211121,3,PAID,2020-01-03 10:50:41,,
211121,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),211121,3,PAID,2020-01-03 10:50:41,,
211121,2019-12-19 15:45:15,TEXT,BILL_REMINDER,211121,3,PAID,2020-01-03 10:50:41,,
211121,2020-01-03 15:45:16,TEXT,BILL_REMINDER,211121,3,PAID,2020-01-03 10:50:41,,
211121,2020-01-15 15:45:15,NO_DUNNING,NO_DUNNING,211121,3,PAID,2020-01-03 10:50:41,,
211121,2020-01-23 5:46:14,NO_DUNNING,DROP_TO_PAPER(0002),211121,3,PAID,2020-01-03 10:50:41,,
211121,2020-01-28 15:45:03,NO_DUNNING,NO_DUNNING,211121,3,PAID,2020-01-03 10:50:41,,
211122,2019-12-09 5:47:30,PAPER,DROP_TO_PAPER(0002),,,,,,
211123,2019-12-09 15:45:05,EMAIL,INITIAL_BILL,,,,,,
211123,2019-12-09 15:45:06,TEXT,INITIAL_BILL,,,,,,
211123,2019-12-12 15:45:07,EMAIL,BILL_REMINDER,,,,,,
211123,2019-12-12 15:45:08,TEXT,BILL_REMINDER,,,,,,
211123,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211123,2019-12-19 15:45:14,EMAIL,BILL_REMINDER,,,,,,
211123,2019-12-19 15:45:15,TEXT,BILL_REMINDER,,,,,,
211123,2020-01-03 15:45:12,EMAIL,BILL_REMINDER,,,,,,
211123,2020-01-03 15:45:13,TEXT,BILL_REMINDER,,,,,,
211123,2020-01-17 15:45:11,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211123,2020-01-17 15:45:12,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211124,2019-12-09 15:45:15,TEXT,INITIAL_BILL,,,,,,
211124,2019-12-12 15:45:14,TEXT,BILL_REMINDER,,,,,,
211124,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),,,,,,
211124,2019-12-19 15:45:15,TEXT,BILL_REMINDER,,,,,,
211124,2020-01-03 15:45:14,TEXT,BILL_REMINDER,,,,,,
211124,2020-01-17 15:45:10,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211125,2019-12-09 15:45:15,TEXT,INITIAL_BILL,211125,3,PAID,2020-01-24 13:59:49,,
211125,2019-12-12 15:45:19,TEXT,BILL_REMINDER,211125,3,PAID,2020-01-24 13:59:49,,
211125,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),211125,3,PAID,2020-01-24 13:59:49,,
211125,2019-12-19 15:45:22,TEXT,BILL_REMINDER,211125,3,PAID,2020-01-24 13:59:49,,
211125,2020-01-03 15:45:24,TEXT,BILL_REMINDER,211125,3,PAID,2020-01-24 13:59:49,,
211125,2020-01-17 15:45:14,TEXT,PAST_DUE_BILL_REMINDER,211125,3,PAID,2020-01-24 13:59:49,,
211126,2019-12-09 15:45:09,TEXT,INITIAL_BILL,,,,,,
211126,2019-12-12 15:45:16,TEXT,BILL_REMINDER,,,,,,
211126,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211126,2019-12-19 15:45:12,TEXT,BILL_REMINDER,,,,,,
211126,2020-01-03 15:45:26,TEXT,BILL_REMINDER,,,,,,
211126,2020-01-17 15:45:16,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211127,2019-12-09 15:45:17,TEXT,INITIAL_BILL,,,,,,
211127,2019-12-12 15:45:10,TEXT,BILL_REMINDER,,,,,,
211127,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211127,2019-12-19 15:45:23,TEXT,BILL_REMINDER,,,,,,
211127,2020-01-03 15:45:21,TEXT,BILL_REMINDER,,,,,,
211127,2020-01-17 15:45:15,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211128,2019-12-09 15:45:07,TEXT,INITIAL_BILL,,,,,,
211128,2019-12-12 15:45:19,TEXT,BILL_REMINDER,,,,,,
211128,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211128,2019-12-19 15:45:12,TEXT,BILL_REMINDER,,,,,,
211128,2020-01-03 15:45:25,TEXT,BILL_REMINDER,,,,,,
211128,2020-01-17 15:45:13,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211129,2019-12-09 15:45:10,TEXT,INITIAL_BILL,,,,,,
211129,2019-12-12 15:45:18,TEXT,BILL_REMINDER,,,,,,
211129,2019-12-16 5:50:02,PAPER,DROP_TO_PAPER(0002),,,,,,
211129,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211129,2019-12-19 15:45:12,TEXT,BILL_REMINDER,,,,,,
211129,2020-01-03 15:45:24,TEXT,BILL_REMINDER,,,,,,
211130,2019-12-09 15:45:15,TEXT,INITIAL_BILL,,,,,,
211130,2019-12-12 15:45:09,TEXT,BILL_REMINDER,,,,,,
211130,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211130,2019-12-19 15:45:13,TEXT,BILL_REMINDER,,,,,,
211130,2020-01-03 15:45:25,TEXT,BILL_REMINDER,,,,,,
211130,2020-01-17 15:45:08,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211131,2019-12-09 15:45:07,TEXT,INITIAL_BILL,,,,,,
211131,2019-12-12 15:45:08,TEXT,BILL_REMINDER,,,,,,
211131,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211131,2019-12-19 15:45:13,TEXT,BILL_REMINDER,,,,,,
211131,2020-01-03 15:45:19,TEXT,BILL_REMINDER,,,,,,
211131,2020-01-17 15:45:08,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211132,2019-12-09 15:45:07,TEXT,INITIAL_BILL,211132,3,PAID,2020-01-27 11:42:41,,
211132,2019-12-12 15:45:10,TEXT,BILL_REMINDER,211132,3,PAID,2020-01-27 11:42:41,,
211132,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),211132,3,PAID,2020-01-27 11:42:41,,
211132,2019-12-19 15:45:25,TEXT,BILL_REMINDER,211132,3,PAID,2020-01-27 11:42:41,,
211132,2020-01-03 15:45:17,TEXT,BILL_REMINDER,211132,3,PAID,2020-01-27 11:42:41,,
211132,2020-01-17 15:45:14,TEXT,PAST_DUE_BILL_REMINDER,211132,3,PAID,2020-01-27 11:42:41,,
211133,2019-12-09 15:45:07,TEXT,INITIAL_BILL,211133,3,PAID,2019-12-23 12:37:28,OptOut of text and email for all practices,2020-01-03 14:31:23
211133,2019-12-12 15:45:09,TEXT,BILL_REMINDER,211133,3,PAID,2019-12-23 12:37:28,OptOut of text and email for all practices,2020-01-03 14:31:23
211133,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),211133,3,PAID,2019-12-23 12:37:28,OptOut of text and email for all practices,2020-01-03 14:31:23
211133,2019-12-19 15:45:16,TEXT,BILL_REMINDER,211133,3,PAID,2019-12-23 12:37:28,OptOut of text and email for all practices,2020-01-03 14:31:23
211133,2020-01-03 15:45:10,TEXT,INITIAL_BILL,211133,3,PAID,2019-12-23 12:37:28,OptOut of text and email for all practices,2020-01-03 14:31:23
211133,2020-01-06 5:50:08,PAPER,DROP_TO_PAPER(0002),211133,3,PAID,2019-12-23 12:37:28,OptOut of text and email for all practices,2020-01-03 14:31:23
211134,2019-12-09 5:47:27,PAPER,DROP_TO_PAPER(0002),,,,,,
211135,2019-12-09 14:45:41,EMAIL,INITIAL_BILL,,,,,,
211135,2019-12-09 14:45:42,TEXT,INITIAL_BILL,,,,,,
211135,2019-12-12 14:45:04,EMAIL,BILL_REMINDER,,,,,,
211135,2019-12-12 14:45:05,TEXT,BILL_REMINDER,,,,,,
211135,2019-12-17 5:47:55,PAPER,DROP_TO_PAPER(0002),,,,,,
211135,2019-12-19 14:45:20,EMAIL,BILL_REMINDER,,,,,,
211135,2019-12-19 14:45:21,TEXT,BILL_REMINDER,,,,,,
211135,2020-01-03 14:45:16,EMAIL,BILL_REMINDER,,,,,,
211135,2020-01-03 14:45:17,TEXT,BILL_REMINDER,,,,,,
211135,2020-01-17 14:45:05,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211135,2020-01-17 14:45:06,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211136,2019-12-09 5:47:29,PAPER,DROP_TO_PAPER(0002),,,,,,
211137,2019-12-09 5:47:29,PAPER,DROP_TO_PAPER(0002),,,,,,
211138,2019-12-09 14:45:37,TEXT,INITIAL_BILL,,,,,,
211138,2019-12-12 14:45:09,TEXT,BILL_REMINDER,,,,,,
211138,2019-12-17 5:47:58,PAPER,DROP_TO_PAPER(0002),,,,,,
211138,2019-12-19 14:45:32,TEXT,BILL_REMINDER,,,,,,
211138,2020-01-03 14:45:44,TEXT,BILL_REMINDER,,,,,,
211138,2020-01-17 14:45:33,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211139,2019-12-09 14:45:10,TEXT,INITIAL_BILL,,,,,,
211139,2019-12-12 14:45:09,TEXT,BILL_REMINDER,,,,,,
211139,2019-12-17 5:47:58,PAPER,DROP_TO_PAPER(0002),,,,,,
211139,2019-12-19 14:45:18,TEXT,BILL_REMINDER,,,,,,
211139,2020-01-03 14:45:40,TEXT,BILL_REMINDER,,,,,,
211139,2020-01-17 14:46:01,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211140,2019-12-09 14:45:14,TEXT,INITIAL_BILL,,,,,,
211140,2019-12-12 14:45:38,TEXT,BILL_REMINDER,,,,,,
211140,2019-12-17 5:47:58,PAPER,DROP_TO_PAPER(0002),,,,,,
211140,2019-12-19 14:45:17,TEXT,BILL_REMINDER,,,,,,
211140,2020-01-03 14:45:32,TEXT,BILL_REMINDER,,,,,,
211140,2020-01-17 14:45:59,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211141,2019-12-09 14:45:16,TEXT,INITIAL_BILL,,,,,,
211141,2019-12-12 14:45:08,TEXT,BILL_REMINDER,,,,,,
211141,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),,,,,,
211141,2019-12-19 14:45:21,TEXT,BILL_REMINDER,,,,,,
211141,2020-01-03 14:45:16,TEXT,BILL_REMINDER,,,,,,
211141,2020-01-17 14:45:55,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211142,2019-12-09 5:47:29,PAPER,DROP_TO_PAPER(0002),,,,,,
211143,2019-12-09 5:47:29,PAPER,DROP_TO_PAPER(0002),,,,,,
211144,2019-12-09 14:45:35,TEXT,INITIAL_BILL,211144,3,PAID,2019-12-30 15:40:58,,
211144,2019-12-12 14:45:09,TEXT,BILL_REMINDER,211144,3,PAID,2019-12-30 15:40:58,,
211144,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),211144,3,PAID,2019-12-30 15:40:58,,
211144,2019-12-19 14:45:38,TEXT,BILL_REMINDER,211144,3,PAID,2019-12-30 15:40:58,,
211145,2019-12-09 14:45:09,TEXT,INITIAL_BILL,,,,,,
211145,2019-12-12 14:45:35,TEXT,BILL_REMINDER,,,,,,
211145,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),,,,,,
211145,2019-12-19 14:45:16,TEXT,BILL_REMINDER,,,,,,
211145,2020-01-03 14:45:12,TEXT,BILL_REMINDER,,,,,,
211145,2020-01-17 14:46:00,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211146,2019-12-09 14:45:15,NO_DUNNING,NO_DUNNING,,,,,,
211146,2019-12-12 14:45:35,NO_DUNNING,NO_DUNNING,,,,,,
211146,2019-12-17 5:47:54,NO_DUNNING,DROP_TO_PAPER(0002),,,,,,
211146,2019-12-19 14:45:18,NO_DUNNING,NO_DUNNING,,,,,,
211146,2020-01-03 14:45:39,NO_DUNNING,NO_DUNNING,,,,,,
211146,2020-01-17 14:45:32,NO_DUNNING,NO_DUNNING,,,,,,
211147,2019-12-09 5:47:27,PAPER,DROP_TO_PAPER(0002),,,,,,
211147,2020-01-20 5:50:07,PAPER,PAPER_CYCLE_3(0002),,,,,,
211148,2019-12-09 14:45:09,TEXT,INITIAL_BILL,,,,,,
211148,2019-12-12 14:45:40,TEXT,BILL_REMINDER,,,,,,
211148,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),,,,,,
211148,2019-12-19 14:45:40,TEXT,BILL_REMINDER,,,,,,
211148,2020-01-03 14:45:11,TEXT,BILL_REMINDER,,,,,,
211148,2020-01-17 14:45:32,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211149,2019-12-09 5:47:27,PAPER,DROP_TO_PAPER(0002),,,,,,
211150,2019-12-09 14:45:40,TEXT,BILL_REMINDER,,,,,,
211150,2019-12-16 14:45:34,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211150,2019-12-23 14:45:22,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211150,2020-01-06 5:48:53,PAPER,PAPER_CYCLE_3(0002),,,,,,
211150,2020-01-06 14:45:43,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211150,2020-01-20 14:45:23,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211151,2019-12-09 14:45:09,TEXT,INITIAL_BILL,211151,3,PAID,2020-01-05 15:23:17,,
211151,2019-12-12 14:45:11,TEXT,BILL_REMINDER,211151,3,PAID,2020-01-05 15:23:17,,
211151,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),211151,3,PAID,2020-01-05 15:23:17,,
211151,2019-12-19 14:45:17,TEXT,BILL_REMINDER,211151,3,PAID,2020-01-05 15:23:17,,
211151,2020-01-03 14:45:13,TEXT,BILL_REMINDER,211151,3,PAID,2020-01-05 15:23:17,,
211152,2019-12-09 14:45:20,TEXT,INITIAL_BILL,,,,,,
211152,2019-12-12 14:45:13,TEXT,BILL_REMINDER,,,,,,
211152,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),,,,,,
211152,2019-12-19 14:45:40,TEXT,BILL_REMINDER,,,,,,
211152,2020-01-03 14:45:19,TEXT,BILL_REMINDER,,,,,,
211152,2020-01-17 14:45:38,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211153,2019-12-09 14:45:11,TEXT,INITIAL_BILL,,,,,,
211153,2019-12-12 14:45:10,TEXT,BILL_REMINDER,,,,,,
211153,2019-12-17 5:47:58,PAPER,DROP_TO_PAPER(0002),,,,,,
211153,2019-12-19 14:45:33,TEXT,BILL_REMINDER,,,,,,
211154,2019-12-30 5:51:08,PAPER,PAPER_CYCLE_3(0002),,,,,,
211155,2019-12-09 5:47:29,PAPER,DROP_TO_PAPER(0002),,,,,,
211156,2019-12-09 5:47:27,PAPER,DROP_TO_PAPER(0002),,,,,,
211157,2019-12-09 5:47:27,PAPER,DROP_TO_PAPER(0002),,,,,,
211158,2019-12-09 14:45:11,TEXT,INITIAL_BILL,,,,,,
211158,2019-12-12 14:45:39,TEXT,BILL_REMINDER,,,,,,
211158,2019-12-17 5:47:58,PAPER,DROP_TO_PAPER(0002),,,,,,
211158,2019-12-19 14:45:30,TEXT,BILL_REMINDER,,,,,,
211158,2020-01-03 14:45:46,TEXT,BILL_REMINDER,,,,,,
211159,2019-12-09 14:45:18,TEXT,INITIAL_BILL,,,,,,
211160,2019-12-09 14:45:36,TEXT,INITIAL_BILL,,,,,OptOut of text but will get email,2020-01-17 9:48:28
211160,2019-12-12 14:45:11,TEXT,BILL_REMINDER,,,,,OptOut of text but will get email,2020-01-17 9:48:28
211160,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text but will get email,2020-01-17 9:48:28
211160,2019-12-19 14:45:18,TEXT,BILL_REMINDER,,,,,OptOut of text but will get email,2020-01-17 9:48:28
211160,2020-01-03 14:45:40,TEXT,BILL_REMINDER,,,,,OptOut of text but will get email,2020-01-17 9:48:28
211160,2020-01-17 14:45:34,TEXT,PAST_DUE_BILL_REMINDER,,,,,OptOut of text but will get email,2020-01-17 9:48:28
211161,2019-12-09 5:46:57,PAPER,PAPER_CYCLE_3(0002),,,,,,
211161,2019-12-31 5:45:38,PAPER,PAPER_CYCLE_4(0900),,,,,,
211161,2020-01-28 5:45:33,PAPER,PAPER_CYCLE_5(0900),,,,,,
211162,2019-12-09 15:45:10,EMAIL,INITIAL_BILL,,,,,,
211162,2019-12-09 15:45:11,TEXT,INITIAL_BILL,,,,,,
211163,2019-12-09 15:45:24,EMAIL,INITIAL_BILL,,,,,,
211163,2019-12-09 15:45:25,TEXT,INITIAL_BILL,,,,,,
211163,2019-12-12 15:45:12,EMAIL,BILL_REMINDER,,,,,,
211163,2019-12-12 15:45:13,TEXT,BILL_REMINDER,,,,,,
211163,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),,,,,,
211163,2019-12-19 15:45:19,EMAIL,BILL_REMINDER,,,,,,
211163,2019-12-19 15:45:20,TEXT,BILL_REMINDER,,,,,,
211163,2020-01-03 15:45:07,EMAIL,BILL_REMINDER,,,,,,
211163,2020-01-03 15:45:08,TEXT,BILL_REMINDER,,,,,,
211163,2020-01-17 15:45:19,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211163,2020-01-17 15:45:20,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211164,2019-12-09 15:45:25,TEXT,INITIAL_BILL,,,,,,
211165,2019-12-09 15:45:12,EMAIL,INITIAL_BILL,,,,,,
211165,2019-12-09 15:45:12,TEXT,INITIAL_BILL,,,,,,
211165,2019-12-12 15:45:13,EMAIL,BILL_REMINDER,,,,,,
211165,2019-12-12 15:45:13,TEXT,BILL_REMINDER,,,,,,
211165,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211165,2019-12-19 15:45:09,EMAIL,BILL_REMINDER,,,,,,
211165,2019-12-19 15:45:10,TEXT,BILL_REMINDER,,,,,,
211165,2020-01-03 15:45:20,EMAIL,BILL_REMINDER,,,,,,
211165,2020-01-03 15:45:21,TEXT,BILL_REMINDER,,,,,,
211165,2020-01-17 15:45:14,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211165,2020-01-17 15:45:14,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211166,2019-12-09 15:45:19,EMAIL,INITIAL_BILL,,,,,,
211166,2019-12-09 15:45:20,TEXT,INITIAL_BILL,,,,,,
211166,2019-12-12 15:45:20,EMAIL,BILL_REMINDER,,,,,,
211166,2019-12-12 15:45:20,TEXT,BILL_REMINDER,,,,,,
211166,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),,,,,,
211166,2019-12-19 15:45:08,EMAIL,BILL_REMINDER,,,,,,
211166,2019-12-19 15:45:09,TEXT,BILL_REMINDER,,,,,,
211166,2020-01-03 15:45:18,EMAIL,BILL_REMINDER,,,,,,
211166,2020-01-03 15:45:19,TEXT,BILL_REMINDER,,,,,,
211166,2020-01-17 15:45:18,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211166,2020-01-17 15:45:19,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211166,2020-01-21 5:46:18,PAPER,DROP_TO_PAPER(0002),,,,,,
211167,2019-12-09 15:45:23,EMAIL,INITIAL_BILL,,,,,,
211167,2019-12-09 15:45:24,TEXT,INITIAL_BILL,,,,,,
211167,2019-12-12 15:45:21,EMAIL,BILL_REMINDER,,,,,,
211167,2019-12-12 15:45:22,TEXT,BILL_REMINDER,,,,,,
211167,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211167,2019-12-19 15:45:09,EMAIL,BILL_REMINDER,,,,,,
211167,2019-12-19 15:45:10,TEXT,BILL_REMINDER,,,,,,
211167,2020-01-03 15:45:09,EMAIL,BILL_REMINDER,,,,,,
211167,2020-01-03 15:45:09,TEXT,BILL_REMINDER,,,,,,
211167,2020-01-17 15:45:08,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211167,2020-01-17 15:45:09,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211168,2019-12-09 15:45:19,EMAIL,INITIAL_BILL,,,,,,
211168,2019-12-09 15:45:19,TEXT,INITIAL_BILL,,,,,,
211168,2019-12-12 15:45:21,EMAIL,BILL_REMINDER,,,,,,
211168,2019-12-12 15:45:22,TEXT,BILL_REMINDER,,,,,,
211168,2019-12-17 5:47:57,PAPER,DROP_TO_PAPER(0002),,,,,,
211168,2019-12-19 15:45:17,EMAIL,BILL_REMINDER,,,,,,
211168,2019-12-19 15:45:18,TEXT,BILL_REMINDER,,,,,,
211168,2020-01-03 15:45:14,EMAIL,BILL_REMINDER,,,,,,
211168,2020-01-03 15:45:15,TEXT,BILL_REMINDER,,,,,,
211168,2020-01-17 15:45:10,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
211168,2020-01-17 15:45:11,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
211169,2019-12-09 15:45:12,EMAIL,INITIAL_BILL,,,,,,
211169,2019-12-09 15:45:13,TEXT,INITIAL_BILL,,,,,,
211169,2019-12-12 15:45:27,EMAIL,BILL_REMINDER,,,,,,
211169,2019-12-12 15:45:28,TEXT,BILL_REMINDER,,,,,,
211169,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211169,2019-12-19 15:45:18,EMAIL,BILL_REMINDER,,,,,,
211169,2019-12-19 15:45:19,TEXT,BILL_REMINDER,,,,,,
211169,2020-01-03 15:45:18,EMAIL,BILL_REMINDER,,,,,,
211169,2020-01-03 15:45:19,TEXT,BILL_REMINDER,,,,,,
211169,2020-01-17 15:45:11,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
